Дата,Значение
18/10/18 - Мин,114320.0000000
18/10/18 - Мин,114320.0000000
18/10/18 - Мин,114300.0000000
18/10/18 - Мин,114350.0000000
18/10/18 - Мин,114360.0000000
18/10/18 - Мин,114340.0000000
18/10/18 - Мин,114310.0000000
18/10/18 - Мин,114290.0000000
18/10/18 - Мин,114330.0000000
18/10/18 - Мин,114360.0000000
18/10/18 - Мин,114400.0000000
18/10/18 - Мин,114470.0000000
18/10/18 - Мин,114460.0000000
18/10/18 - Мин,114480.0000000
18/10/18 - Мин,114490.0000000
18/10/18 - Мин,114540.0000000
18/10/18 - Мин,114520.0000000
18/10/18 - Мин,114510.0000000
18/10/18 - Мин,114500.0000000
18/10/18 - Мин,114490.0000000
18/10/18 - Мин,114530.0000000
18/10/18 - Мин,114520.0000000
18/10/18 - Мин,114440.0000000
18/10/18 - Мин,114460.0000000
18/10/18 - Мин,114440.0000000
18/10/18 - Мин,114490.0000000
18/10/18 - Мин,114580.0000000
18/10/18 - Мин,114480.0000000
18/10/18 - Мин,114460.0000000
18/10/18 - Мин,114450.0000000
18/10/18 - Мин,114430.0000000
18/10/18 - Мин,114450.0000000
18/10/18 - Мин,114390.0000000
18/10/18 - Мин,114380.0000000
18/10/18 - Мин,114440.0000000
18/10/18 - Мин,114520.0000000
18/10/18 - Мин,114610.0000000
18/10/18 - Мин,114610.0000000
18/10/18 - Мин,114630.0000000
18/10/18 - Мин,114620.0000000
18/10/18 - Мин,114630.0000000
18/10/18 - Мин,114590.0000000
18/10/18 - Мин,114490.0000000
18/10/18 - Мин,114450.0000000
18/10/18 - Мин,114400.0000000
18/10/18 - Мин,114410.0000000
18/10/18 - Мин,114420.0000000
18/10/18 - Мин,114440.0000000
18/10/18 - Мин,114360.0000000
18/10/18 - Мин,114340.0000000
18/10/18 - Мин,114380.0000000
18/10/18 - Мин,114370.0000000
18/10/18 - Мин,114380.0000000
18/10/18 - Мин,114360.0000000
18/10/18 - Мин,114330.0000000
18/10/18 - Мин,114360.0000000
18/10/18 - Мин,114330.0000000
18/10/18 - Мин,114290.0000000
18/10/18 - Мин,114330.0000000
18/10/18 - Мин,114320.0000000
18/10/18 - Мин,114350.0000000
18/10/18 - Мин,114270.0000000
18/10/18 - Мин,114260.0000000
18/10/18 - Мин,114240.0000000
18/10/18 - Мин,114240.0000000
18/10/18 - Мин,114280.0000000
18/10/18 - Мин,114410.0000000
18/10/18 - Мин,114360.0000000
18/10/18 - Мин,114290.0000000
18/10/18 - Мин,114220.0000000
18/10/18 - Мин,114160.0000000
18/10/18 - Мин,114060.0000000
18/10/18 - Мин,113990.0000000
18/10/18 - Мин,113880.0000000
18/10/18 - Мин,113860.0000000
18/10/18 - Мин,113810.0000000
18/10/18 - Мин,113820.0000000
18/10/18 - Мин,113740.0000000
18/10/18 - Мин,113750.0000000
18/10/18 - Мин,113750.0000000
18/10/18 - Мин,113800.0000000
18/10/18 - Мин,113800.0000000
18/10/18 - Мин,113880.0000000
18/10/18 - Мин,113910.0000000
18/10/18 - Мин,113900.0000000
18/10/18 - Мин,113930.0000000
18/10/18 - Мин,113960.0000000
18/10/18 - Мин,113970.0000000
18/10/18 - Мин,113970.0000000
18/10/18 - Мин,113890.0000000
18/10/18 - Мин,113890.0000000
18/10/18 - Мин,113880.0000000
18/10/18 - Мин,113860.0000000
18/10/18 - Мин,113870.0000000
18/10/18 - Мин,113870.0000000
18/10/18 - Мин,113770.0000000
18/10/18 - Мин,113710.0000000
18/10/18 - Мин,113750.0000000
18/10/18 - Мин,113760.0000000
18/10/18 - Мин,113820.0000000
18/10/18 - Мин,113820.0000000
18/10/18 - Мин,113920.0000000
18/10/18 - Мин,113950.0000000
18/10/18 - Мин,113950.0000000
18/10/18 - Мин,113990.0000000
18/10/18 - Мин,113960.0000000
18/10/18 - Мин,113980.0000000
18/10/18 - Мин,114000.0000000
18/10/18 - Мин,114050.0000000
18/10/18 - Мин,114010.0000000
18/10/18 - Мин,113930.0000000
18/10/18 - Мин,113870.0000000
18/10/18 - Мин,113930.0000000
18/10/18 - Мин,114010.0000000
18/10/18 - Мин,114010.0000000
18/10/18 - Мин,113950.0000000
18/10/18 - Мин,113950.0000000
18/10/18 - Мин,113940.0000000
18/10/18 - Мин,113990.0000000
18/10/18 - Мин,114040.0000000
18/10/18 - Мин,114080.0000000
18/10/18 - Мин,114090.0000000
18/10/18 - Мин,114060.0000000
18/10/18 - Мин,113990.0000000
18/10/18 - Мин,114000.0000000
18/10/18 - Мин,114020.0000000
18/10/18 - Мин,114020.0000000
18/10/18 - Мин,114010.0000000
18/10/18 - Мин,113960.0000000
18/10/18 - Мин,113930.0000000
18/10/18 - Мин,113890.0000000
18/10/18 - Мин,113900.0000000
18/10/18 - Мин,113970.0000000
18/10/18 - Мин,113970.0000000
18/10/18 - Мин,113910.0000000
18/10/18 - Мин,113940.0000000
18/10/18 - Мин,113950.0000000
18/10/18 - Мин,113960.0000000
18/10/18 - Мин,113920.0000000
18/10/18 - Мин,113860.0000000
18/10/18 - Мин,113820.0000000
18/10/18 - Мин,113850.0000000
18/10/18 - Мин,113850.0000000
18/10/18 - Мин,113870.0000000
18/10/18 - Мин,113830.0000000
18/10/18 - Мин,113810.0000000
18/10/18 - Мин,113790.0000000
18/10/18 - Мин,113800.0000000
18/10/18 - Мин,113740.0000000
18/10/18 - Мин,113660.0000000
18/10/18 - Мин,113680.0000000
18/10/18 - Мин,113820.0000000
18/10/18 - Мин,113830.0000000
18/10/18 - Мин,113790.0000000
18/10/18 - Мин,113740.0000000
18/10/18 - Мин,113780.0000000
18/10/18 - Мин,113790.0000000
18/10/18 - Мин,113720.0000000
18/10/18 - Мин,113720.0000000
18/10/18 - Мин,113650.0000000
18/10/18 - Мин,113640.0000000
18/10/18 - Мин,113610.0000000
18/10/18 - Мин,113650.0000000
18/10/18 - Мин,113630.0000000
18/10/18 - Мин,113640.0000000
18/10/18 - Мин,113670.0000000
18/10/18 - Мин,113660.0000000
18/10/18 - Мин,113720.0000000
18/10/18 - Мин,113730.0000000
18/10/18 - Мин,113700.0000000
18/10/18 - Мин,113720.0000000
18/10/18 - Мин,113770.0000000
18/10/18 - Мин,113770.0000000
18/10/18 - Мин,113710.0000000
18/10/18 - Мин,113720.0000000
18/10/18 - Мин,113700.0000000
18/10/18 - Мин,113670.0000000
18/10/18 - Мин,113660.0000000
18/10/18 - Мин,113640.0000000
18/10/18 - Мин,113650.0000000
18/10/18 - Мин,113590.0000000
18/10/18 - Мин,113480.0000000
18/10/18 - Мин,113420.0000000
18/10/18 - Мин,113360.0000000
18/10/18 - Мин,113390.0000000
18/10/18 - Мин,113420.0000000
18/10/18 - Мин,113450.0000000
18/10/18 - Мин,113450.0000000
18/10/18 - Мин,113430.0000000
18/10/18 - Мин,113430.0000000
18/10/18 - Мин,113470.0000000
18/10/18 - Мин,113400.0000000
18/10/18 - Мин,113400.0000000
18/10/18 - Мин,113400.0000000
18/10/18 - Мин,113380.0000000
18/10/18 - Мин,113420.0000000
18/10/18 - Мин,113370.0000000
18/10/18 - Мин,113360.0000000
18/10/18 - Мин,113400.0000000
18/10/18 - Мин,113450.0000000
18/10/18 - Мин,113430.0000000
18/10/18 - Мин,113510.0000000
18/10/18 - Мин,113550.0000000
18/10/18 - Мин,113540.0000000
18/10/18 - Мин,113510.0000000
18/10/18 - Мин,113490.0000000
18/10/18 - Мин,113500.0000000
18/10/18 - Мин,113580.0000000
18/10/18 - Мин,113590.0000000
18/10/18 - Мин,113560.0000000
18/10/18 - Мин,113520.0000000
18/10/18 - Мин,113460.0000000
18/10/18 - Мин,113500.0000000
18/10/18 - Мин,113480.0000000
18/10/18 - Мин,113450.0000000
18/10/18 - Мин,113430.0000000
18/10/18 - Мин,113390.0000000
18/10/18 - Мин,113400.0000000
18/10/18 - Мин,113430.0000000
18/10/18 - Мин,113440.0000000
18/10/18 - Мин,113400.0000000
18/10/18 - Мин,113430.0000000
18/10/18 - Мин,113500.0000000
18/10/18 - Мин,113490.0000000
18/10/18 - Мин,113500.0000000
18/10/18 - Мин,113500.0000000
18/10/18 - Мин,113500.0000000
18/10/18 - Мин,113480.0000000
18/10/18 - Мин,113450.0000000
18/10/18 - Мин,113470.0000000
18/10/18 - Мин,113450.0000000
18/10/18 - Мин,113410.0000000
18/10/18 - Мин,113410.0000000
18/10/18 - Мин,113370.0000000
18/10/18 - Мин,113410.0000000
18/10/18 - Мин,113390.0000000
18/10/18 - Мин,113380.0000000
18/10/18 - Мин,113440.0000000
18/10/18 - Мин,113420.0000000
18/10/18 - Мин,113390.0000000
18/10/18 - Мин,113380.0000000
18/10/18 - Мин,113410.0000000
18/10/18 - Мин,113420.0000000
18/10/18 - Мин,113490.0000000
18/10/18 - Мин,113550.0000000
18/10/18 - Мин,113550.0000000
18/10/18 - Мин,113550.0000000
18/10/18 - Мин,113490.0000000
18/10/18 - Мин,113490.0000000
18/10/18 - Мин,113490.0000000
18/10/18 - Мин,113500.0000000
18/10/18 - Мин,113480.0000000
18/10/18 - Мин,113510.0000000
18/10/18 - Мин,113540.0000000
18/10/18 - Мин,113540.0000000
18/10/18 - Мин,113520.0000000
18/10/18 - Мин,113510.0000000
18/10/18 - Мин,113500.0000000
18/10/18 - Мин,113470.0000000
18/10/18 - Мин,113480.0000000
18/10/18 - Мин,113510.0000000
18/10/18 - Мин,113510.0000000
18/10/18 - Мин,113510.0000000
18/10/18 - Мин,113450.0000000
18/10/18 - Мин,113450.0000000
18/10/18 - Мин,113440.0000000
18/10/18 - Мин,113380.0000000
18/10/18 - Мин,113370.0000000
18/10/18 - Мин,113360.0000000
18/10/18 - Мин,113350.0000000
18/10/18 - Мин,113340.0000000
18/10/18 - Мин,113290.0000000
18/10/18 - Мин,113300.0000000
18/10/18 - Мин,113310.0000000
18/10/18 - Мин,113330.0000000
18/10/18 - Мин,113320.0000000
18/10/18 - Мин,113390.0000000
18/10/18 - Мин,113420.0000000
18/10/18 - Мин,113410.0000000
18/10/18 - Мин,113340.0000000
18/10/18 - Мин,113350.0000000
18/10/18 - Мин,113360.0000000
18/10/18 - Мин,113290.0000000
18/10/18 - Мин,113320.0000000
18/10/18 - Мин,113330.0000000
18/10/18 - Мин,113310.0000000
18/10/18 - Мин,113320.0000000
18/10/18 - Мин,113290.0000000
18/10/18 - Мин,113290.0000000
18/10/18 - Мин,113280.0000000
18/10/18 - Мин,113250.0000000
18/10/18 - Мин,113220.0000000
18/10/18 - Мин,113190.0000000
18/10/18 - Мин,113230.0000000
18/10/18 - Мин,113230.0000000
18/10/18 - Мин,113140.0000000
18/10/18 - Мин,113120.0000000
18/10/18 - Мин,113130.0000000
18/10/18 - Мин,113150.0000000
18/10/18 - Мин,113260.0000000
18/10/18 - Мин,113300.0000000
18/10/18 - Мин,113270.0000000
18/10/18 - Мин,113290.0000000
18/10/18 - Мин,113390.0000000
18/10/18 - Мин,113390.0000000
18/10/18 - Мин,113420.0000000
18/10/18 - Мин,113400.0000000
18/10/18 - Мин,113380.0000000
18/10/18 - Мин,113410.0000000
18/10/18 - Мин,113410.0000000
18/10/18 - Мин,113380.0000000
18/10/18 - Мин,113340.0000000
18/10/18 - Мин,113300.0000000
18/10/18 - Мин,113290.0000000
18/10/18 - Мин,113270.0000000
18/10/18 - Мин,113220.0000000
18/10/18 - Мин,113200.0000000
18/10/18 - Мин,113200.0000000
18/10/18 - Мин,113180.0000000
18/10/18 - Мин,113190.0000000
18/10/18 - Мин,113280.0000000
18/10/18 - Мин,113310.0000000
18/10/18 - Мин,113290.0000000
18/10/18 - Мин,113320.0000000
18/10/18 - Мин,113400.0000000
18/10/18 - Мин,113380.0000000
18/10/18 - Мин,113380.0000000
18/10/18 - Мин,113400.0000000
18/10/18 - Мин,113360.0000000
18/10/18 - Мин,113360.0000000
18/10/18 - Мин,113440.0000000
18/10/18 - Мин,113420.0000000
18/10/18 - Мин,113420.0000000
18/10/18 - Мин,113420.0000000
18/10/18 - Мин,113430.0000000
18/10/18 - Мин,113430.0000000
18/10/18 - Мин,113450.0000000
18/10/18 - Мин,113440.0000000
18/10/18 - Мин,113450.0000000
18/10/18 - Мин,113460.0000000
18/10/18 - Мин,113470.0000000
18/10/18 - Мин,113460.0000000
18/10/18 - Мин,113460.0000000
18/10/18 - Мин,113440.0000000
18/10/18 - Мин,113430.0000000
18/10/18 - Мин,113440.0000000
18/10/18 - Мин,113380.0000000
18/10/18 - Мин,113300.0000000
18/10/18 - Мин,113290.0000000
18/10/18 - Мин,113390.0000000
18/10/18 - Мин,113390.0000000
18/10/18 - Мин,113380.0000000
18/10/18 - Мин,113500.0000000
18/10/18 - Мин,113520.0000000
18/10/18 - Мин,113460.0000000
18/10/18 - Мин,113480.0000000
18/10/18 - Мин,113500.0000000
18/10/18 - Мин,113490.0000000
18/10/18 - Мин,113470.0000000
18/10/18 - Мин,113480.0000000
18/10/18 - Мин,113480.0000000
18/10/18 - Мин,113450.0000000
18/10/18 - Мин,113450.0000000
18/10/18 - Мин,113480.0000000
18/10/18 - Мин,113490.0000000
18/10/18 - Мин,113510.0000000
18/10/18 - Мин,113520.0000000
18/10/18 - Мин,113500.0000000
18/10/18 - Мин,113510.0000000
18/10/18 - Мин,113530.0000000
18/10/18 - Макс,115110.0000000
18/10/18 - Макс,115050.0000000
18/10/18 - Макс,115030.0000000
18/10/18 - Макс,115020.0000000
18/10/18 - Макс,115050.0000000
18/10/18 - Макс,115060.0000000
18/10/18 - Макс,115060.0000000
18/10/18 - Макс,115060.0000000
18/10/18 - Макс,115080.0000000
18/10/18 - Макс,115110.0000000
18/10/18 - Макс,114930.0000000
18/10/18 - Макс,114880.0000000
18/10/18 - Макс,114900.0000000
18/10/18 - Макс,114860.0000000
18/10/18 - Макс,114900.0000000
18/10/18 - Макс,114950.0000000
18/10/18 - Макс,115000.0000000
18/10/18 - Макс,114990.0000000
18/10/18 - Макс,114990.0000000
18/10/18 - Макс,115000.0000000
18/10/18 - Макс,115000.0000000
18/10/18 - Макс,115050.0000000
18/10/18 - Макс,115090.0000000
18/10/18 - Макс,115110.0000000
18/10/18 - Макс,115090.0000000
18/10/18 - Макс,115110.0000000
18/10/18 - Макс,115110.0000000
18/10/18 - Макс,115110.0000000
18/10/18 - Макс,115180.0000000
18/10/18 - Макс,115190.0000000
18/10/18 - Макс,115200.0000000
18/10/18 - Макс,115220.0000000
18/10/18 - Макс,115180.0000000
18/10/18 - Макс,115200.0000000
18/10/18 - Макс,115260.0000000
18/10/18 - Макс,115250.0000000
18/10/18 - Макс,115150.0000000
18/10/18 - Макс,115150.0000000
18/10/18 - Макс,115200.0000000
18/10/18 - Макс,115180.0000000
18/10/18 - Макс,115190.0000000
18/10/18 - Макс,115150.0000000
18/10/18 - Макс,115190.0000000
18/10/18 - Макс,115190.0000000
18/10/18 - Макс,115190.0000000
18/10/18 - Макс,115110.0000000
18/10/18 - Макс,115110.0000000
18/10/18 - Макс,115190.0000000
18/10/18 - Макс,115210.0000000
18/10/18 - Макс,115250.0000000
18/10/18 - Макс,115300.0000000
18/10/18 - Макс,115340.0000000
18/10/18 - Макс,115350.0000000
18/10/18 - Макс,115370.0000000
18/10/18 - Макс,115420.0000000
18/10/18 - Макс,115420.0000000
18/10/18 - Макс,115460.0000000
18/10/18 - Макс,115410.0000000
18/10/18 - Макс,115420.0000000
18/10/18 - Макс,115450.0000000
18/10/18 - Макс,115460.0000000
18/10/18 - Макс,115420.0000000
18/10/18 - Макс,115430.0000000
18/10/18 - Макс,115440.0000000
18/10/18 - Макс,115350.0000000
18/10/18 - Макс,115350.0000000
18/10/18 - Макс,115220.0000000
18/10/18 - Макс,115240.0000000
18/10/18 - Макс,115220.0000000
18/10/18 - Макс,115240.0000000
18/10/18 - Макс,115240.0000000
18/10/18 - Макс,115250.0000000
18/10/18 - Макс,115150.0000000
18/10/18 - Макс,115180.0000000
18/10/18 - Макс,115190.0000000
18/10/18 - Макс,115190.0000000
18/10/18 - Макс,115220.0000000
18/10/18 - Макс,115170.0000000
18/10/18 - Макс,115120.0000000
18/10/18 - Макс,115130.0000000
18/10/18 - Макс,115180.0000000
18/10/18 - Макс,115140.0000000
18/10/18 - Макс,115140.0000000
18/10/18 - Макс,115150.0000000
18/10/18 - Макс,115120.0000000
18/10/18 - Макс,115140.0000000
18/10/18 - Макс,115180.0000000
18/10/18 - Макс,115150.0000000
18/10/18 - Макс,115150.0000000
18/10/18 - Макс,115190.0000000
18/10/18 - Макс,115170.0000000
18/10/18 - Макс,115180.0000000
18/10/18 - Макс,115160.0000000
18/10/18 - Макс,115170.0000000
